state;year;P/pack;pop;pop16+;CPI;ndi/capita;C/capita;Pn/pack;ln C_it;ln P_it;ln Pn_it;ln Y_it
9;63;26.9;4206;2768.4;30.6;1743.939455;108.3;26.1;5.103147695;-0.128873722;-0.159064695;4.042901878
9;64;27.5;4304;2840;31;1865.922179;107.6;26.5;5.094161418;-0.1198012;-0.156842471;4.097523471
9;65;30.9;4391;2903.9;31.5;2024.086219;103.5;26.2;5.053073943;-0.019231362;-0.184228135;4.162886082
9;66;30.6;4462;2965;32.4;2193.621531;104.8;26.2;5.060773835;-0.057158414;-0.212399012;4.215150701
9;67;31.5;4490;2996.5;33.4;2366.258098;106.7;27.3;5.074428919;-0.058568354;-0.201669198;4.260509225
9;68;33.3;4579;3077.6;34.8;2530.62465;105;29.5;5.051290911;-0.04405999;-0.165227123;4.286604062
9;69;34.2;4641;3113.9;36.7;2730.138767;108.6;29;5.086725308;-0.070551111;-0.235480925;4.309330962
9;70;34.3;4589;3159.7;38.8;2955.496681;109.9;32.5;5.07275591;-0.123274892;-0.177180157;4.333001751
9;71;35.8;4679;3243.7;40.5;3189.12461;115.7;34.3;5.117370393;-0.123354081;-0.16615662;4.366199767
9;72;40.9;4751;3314.3;41.8;3467.203871;117;34.1;5.122282617;-0.021766276;-0.203598955;4.418207408
9;73;42.4;4826;3392.5;44.4;3885.87339;119.8;33.5;5.13827454;-0.046091107;-0.281694031;4.471863579
9;74;42.4;4888;3463.1;49.3;4188.762697;123.7;35.2;5.16247836;-0.150775719;-0.336877998;4.442236589
9;75;44.5;4926;3519.4;53.8;4493.719507;122.9;38.1;5.147607796;-0.189784278;-0.345059185;4.425162569
9;76;47.9;4968;3581.5;56.9;4872.072703;125.9;41;5.162723579;-0.172179837;-0.327723274;4.449979391
9;77;49.5;5027;3652.1;60.6;5279.370951;127.9;42.2;5.170769749;-0.202322224;-0.361874672;4.467267338
9;78;54.7;5075;3711.3;65.2;5893.419579;130.6;49.2;5.185083522;-0.17559576;-0.281565845;4.504132213
9;79;56.6;5117;3764.7;72.6;6422.700552;131;50.2;5.182097476;-0.248955937;-0.368949895;4.482629033
9;80;59.3;5464;4036.7;82.4;7014.006638;134;52.3;5.200593396;-0.328976131;-0.454589066;4.44407894
9;81;62.6;5574;4133.1;90.9;7744.869231;131.7;54.7;5.179611807;-0.372994723;-0.507896292;4.445025867
9;82;67.8;5639;4197;96.5;8357.884108;131.2;61.9;5.172059637;-0.352980813;-0.444022829;4.461417569
9;83;78.9;5732;4283.8;99.6;9010.181556;128.6;72.4;5.147930856;-0.232980937;-0.318955865;4.504948336
9;84;86.8;5837;4382.1;103.9;9955.030793;126.3;81.3;5.125348934;-0.179822276;-0.245282882;4.562404412
9;85;90.7;5973;4486.1;107.6;10577.34944;128.8;83;5.1445264;-0.170863291;-0.25958004;4.5880495
9;86;100.1;6100;4595.9;109.6;11423.99224;129;88.7;5.142936574;-0.090667688;-0.211577485;4.646633631
9;87;103.9;6222;4698;113.6;12115.57226;129.3;95.3;5.143089798;-0.089254608;-0.175653696;4.669563362
9;88;109.2;6342;4778;118.3;12925;124.1;99.9;5.104259819;-0.080042708;-0.169054085;4.693694928
9;89;122.4;6436;4842;124;13464;117.1;111.9;5.047607641;-0.012987196;-0.10267595;4.68749317
9;90;132.3;6503.3;4892.6;130.7;14354;113.8;125.2;5.019028403;0.01216745;-0.042992162;4.698879307
9;91;138.2;6648.8;4987.7;136.2;14694;109.6;129;4.98429888;0.014577518;-0.054311989;4.681070132
9;92;159.5;6777.3;5088.7;140.3;15943;109.2;151.9;4.979737461;0.128260935;0.079439422;4.732992153
10;63;28;689;451.6;30.6;1938.813877;97;24.9;4.997155417;-0.088795499;-0.206132205;4.148831653
10;64;29.4;687;453.5;31;2021.60647;90.1;26.2;4.916259187;-0.05299253;-0.168227794;4.177660552
10;65;29.1;693;461.2;31.5;2302.47248;95.2;26.1;4.963178153;-0.079249372;-0.188052232;4.29175127
10;66;29.8;700;468.9;32.4;2314.000563;94.5;26.5;4.949290643;-0.083650029;-0.20101369;4.268574728
10;67;30.1;701;474.7;33.4;2445.0015;98.3;27.4;4.977848889;-0.104030728;-0.198012887;4.293245116
10;68;32;709;485.3;34.8;2559.234318;99.1;32.3;4.975217711;-0.083881484;-0.074550157;4.297846011
10;69;31.9;718;487.2;36.7;2813.900141;100.6;32.6;4.99894711;-0.140170745;-0.118464467;4.339549995
10;70;33.8;713;493;38.8;3058.085888;102.4;34;4.997858959;-0.137959444;-0.132059722;4.367124226
10;71;33.6;735;513.2;40.5;3245.679231;108.5;34.4;5.045955039;-0.186775907;-0.16324541;4.383777949
10;72;33.7;756;533.4;41.8;3615.625879;126.1;34.4;5.185845007;-0.215398502;-0.194839775;4.460123914
10;73;36.3;772;547.9;44.4;4165.829817;121.8;34.4;5.145272117;-0.201421728;-0.255182905;4.541431301
10;74;38;794;568.1;49.3;4643.721238;125.6;35.8;5.167888256;-0.260337921;-0.319976188;4.545347234
10;75;40.3;815;586.4;53.8;4804.066385;123.3;38.6;5.143806373;-0.288921998;-0.332021191;4.491944535
10;76;42.5;836;604.7;56.9;5161.436943;125.1;42.6;5.153009563;-0.291791265;-0.289441088;4.507674956
10;77;45.6;859;623;60.6;5555.487764;125;43.4;5.14953614;-0.284387177;-0.333835452;4.518246611
10;78;51.5;882;640.3;65.2;6217.828505;122.8;49.5;5.130812255;-0.235877661;-0.275486799;4.557716541
10;79;55.4;905;655.7;72.6;6672.66376;117.5;51.7;5.08866991;-0.270385328;-0.33950714;4.520809502
10;80;56.4;944;677.9;82.4;7348.628598;115.2;55.3;5.07779613;-0.379116278;-0.398812528;4.490683553
10;81;59.2;959;687.5;90.9;8047.649602;114.1;55.9;5.069904502;-0.428838459;-0.486195621;4.483375352
10;82;67.6;965;691.3;96.5;8138.826254;111.5;64.3;5.047578809;-0.355935025;-0.405983377;4.434858245
10;83;76.5;989;707.7;99.6;8744.57459;111.3;71;5.046903315;-0.263871424;-0.338482288;4.475026576
10;84;88.5;1001;717.3;103.9;9148.057478;103.6;81.7;4.973797946;-0.160426346;-0.240374896;4.47786794
10;85;97.6;1004;723.1;107.6;9493.899953;100.7;87.4;4.940345575;-0.097543154;-0.207925365;4.479984113
10;86;99.9;1002;726;109.6;9883.758744;96.7;97.8;4.893816669;-0.092667689;-0.113912797;4.501810784
10;87;107.1;998;726;113.6;10386.80234;95;102.7;4.872080153;-0.058920529;-0.100871389;4.515607768
10;88;121.9;1003;732;118.3;11177;84.5;112.9;4.751721808;0.029977266;-0.0467213;4.548389603
10;89;133.6;1014;742;124;12041;78.4;118.6;4.674132868;0.074568695;-0.044525079;4.575791206
10;90;141.3;1027.3;751.7;130.7;13318;90.1;129.5;4.813272137;0.077980669;-0.009223739;4.623967162
10;91;144.4;1059.9;777.4;136.2;14079;85.4;127;4.757320925;0.058462833;-0.069937307;4.638315211
10;92;167.2;1088.5;802.2;140.3;14572;85.1;155.1;4.749024963;0.175407714;0.100287083;4.643074171
11;63;25.4;10369;7115.8;30.6;2655.691087;145.5;24.1;5.356679008;-0.186250835;-0.238788168;4.463460187
11;64;25.6;10538;7225.6;31;2831.550804;144.5;25;5.350637004;-0.191394853;-0.21511138;4.514592623
11;65;26.2;10641;7307.5;31.5;3037.767258;145.5;24.5;5.355989333;-0.184228135;-0.251314428;4.568890524
11;66;30;10787;7425.9;32.4;3229.328736;144.2;24.7;5.344569041;-0.076961041;-0.271355179;4.60187115
11;67;30.1;10887;7521.3;33.4;3391.580261;141.8;25;5.324248036;-0.104030728;-0.289680075;4.620495345
11;68;35.6;10958;7608.9;34.8;3582.094954;132.6;26.3;5.252088246;0.022728251;-0.280048448;4.634085704
11;69;35.2;11047;7738;36.7;3795.638897;130.4;27;5.226622291;-0.041730672;-0.306939889;4.638831273
11;70;41.4;11113;7860.3;38.8;4013.369975;124.8;28.3;5.173003276;0.064860634;-0.315558442;4.638966314
11;71;41.4;11172;7963.3;40.5;4319.030912;125.6;30.1;5.171669415;0.021978907;-0.296776802;4.669484356
11;72;41.9;11200;8054.8;41.8;4560.838023;126.6;30.6;5.170678101;0.002389487;-0.311896331;4.692365323
11;73;41;11179;8110.6;44.4;5158.551705;124.4;30.6;5.14436735;-0.079667403;-0.37223946;4.755171672
11;74;41.9;11169;8177.1;49.3;5603.434918;131.9;31.5;5.193848579;-0.162638254;-0.447936535;4.733210986
11;75;45.2;11178;8255.1;53.8;6120.54623;131.8;33.3;5.184401992;-0.17417638;-0.47971607;4.734133158
11;76;48.4;11209;8342.7;56.9;6523.558082;134.4;36;5.19615055;-0.161795527;-0.457776403;4.741879883
11;77;49.4;11232;8417.9;60.6;7108.710355;134;36.9;5.186246256;-0.204344469;-0.496083342;4.764781229
11;78;54.6;11238;8472.7;65.2;7812.149224;136.7;41.4;5.200240406;-0.177425586;-0.454178588;4.785975925
11;79;56.8;11229;8505.5;72.6;8642.24896;135.3;43.4;5.18528124;-0.245428596;-0.514505481;4.779453202
11;80;60;11427;8673.1;82.4;9179.249168;135.2;46.3;5.182507858;-0.317240875;-0.576443476;4.713115253
11;81;63.1;11462;8714.5;90.9;10134.96299;133;49.4;5.164398039;-0.365039232;-0.609809577;4.713986406
11;82;69.6;11448;8716.4;96.5;10588.22047;130.7;56.3;5.145513354;-0.326778441;-0.538848473;4.697954378
11;83;80.8;11486;8759.7;99.6;11044.61831;127.9;66.4;5.122215953;-0.209185199;-0.405465108;4.708536393
11;84;89.6;11511;8799.2;103.9;12027.54852;124;75.4;5.088923857;-0.148073578;-0.320621623;4.751526109
11;85;96.7;11538;8832.9;107.6;12644.10431;121.6;79.3;5.067899519;-0.106807245;-0.305182519;4.766525675
11;86;108.4;11551;8864.7;109.6;13314.04609;118.2;85.4;5.03707302;-0.011009286;-0.249491274;4.799737479
11;87;116.2;11582;8909;113.6;13970.37968;109.5;90.5;4.958314716;0.022629338;-0.227333656;4.812011124
11;88;124.1;11614;8961;118.3;15103;107.6;94.4;4.937750087;0.047863921;-0.225682698;4.849424908
11;89;132.7;11658;9003;124;16060;104.6;103.8;4.908578336;0.067809376;-0.177815595;4.863805422
11;90;147.3;11679.5;9019.6;130.7;17510;94.1;115.6;4.802793228;0.119566703;-0.122768664;4.897622805
11;91;154.4;11793.9;9080.1;136.2;17908;96.1;120.5;4.826886559;0.125422244;-0.122474641;4.878878426
11;92;179.8;11883.8;9138.5;140.3;18914;94.8;135.8;4.814449279;0.248062135;-0.032599772;4.90387468
12;63;24.4;4780;3206.7;30.6;2204.326314;138.5;24.1;5.330068501;-0.226416877;-0.238788168;4.277177206
12;64;26;4832;3244.2;31;2344.611002;134.3;25;5.298467778;-0.175890666;-0.21511138;4.325887579
12;65;26;4893;3296.9;31.5;2562.25857;135.3;24.5;5.302317514;-0.191891008;-0.251314428;4.398656857
12;66;28.8;4973;3365.1;32.4;2702.543258;132.1;24.7;5.274124811;-0.117783036;-0.271355179;4.423790133
12;67;29.1;5012;3411.1;33.4;2784.032158;134.8;25;5.288592416;-0.137817726;-0.289680075;4.423099672
12;68;29.8;5065;3472.5;34.8;2970.734574;134.3;26.3;5.277555446;-0.155108993;-0.280048448;4.446947146
12;69;29.7;5118;3514.8;36.7;3194.571172;132.9;27;5.265378079;-0.211629709;-0.306939889;4.466431384
12;70;30.6;5193;3616.5;38.8;3304.942214;134.6;28.3;5.264112275;-0.237420238;-0.315558442;4.444754021
12;71;32.2;5239;3681.7;40.5;3570.039014;139.3;30.1;5.289385919;-0.229335522;-0.296776802;4.479029829
12;72;32.5;5278;3743.1;41.8;3812.442703;149.2;30.6;5.348920781;-0.25165625;-0.311896331;4.513129053
12;73;32.9;5304;3794.9;44.4;4427.219719;156;30.6;5.3846592;-0.299766812;-0.37223946;4.602287594
12;74;34.5;5318;3840;49.3;4611.859125;159.6;31.5;5.398295611;-0.356964757;-0.447936535;4.538462255
12;75;36.7;5312;3869.8;53.8;5024.461149;162.4;33.3;5.406828014;-0.382496712;-0.47971607;4.536800026
12;76;38.7;5326;3912;56.9;5521.646588;166.6;36;5.424147465;-0.385455741;-0.457776403;4.575136049
12;77;40.6;5352;3960;60.6;6012.642997;173;36.9;5.454517892;-0.400526826;-0.496083342;4.597324804
12;78;50;5387;4013.7;65.2;6663.52269;150.9;41.4;5.3108925;-0.265436464;-0.454178588;4.626944087
12;79;52.5;5400;4045.4;72.6;7358.757101;148.9;43.4;5.29209346;-0.324151752;-0.514505481;4.618681403
12;80;53.7;5490;4103.9;82.4;7760.012569;146.9;46.3;5.280742598;-0.428172435;-0.576443476;4.545153796
12;81;58.3;5468;4102;90.9;8407.797747;148.5;49.4;5.288023217;-0.444157908;-0.609809577;4.527154856
12;82;65.1;5471;4115.4;96.5;8612.035749;147.7;56.3;5.27990857;-0.393618459;-0.538848473;4.491373001
12;83;75.7;5479;4134.6;99.6;9060.740451;143;66.4;5.244376644;-0.274384004;-0.405465108;4.510543959
12;84;85.2;5498;4164.4;103.9;10077.80444;137.8;75.4;5.203615541;-0.198427464;-0.320621623;4.574661806
12;85;88.8;5500;4186.4;107.6;10502.78453;135.3;79.3;5.180401451;-0.192033998;-0.305182519;4.580975046
12;86;93.6;5503;4211.4;109.6;11140.25465;137.6;85.4;5.19184919;-0.157806991;-0.249491274;4.621482998
12;87;100.1;5531;4244;113.6;11803.51241;134;90.5;5.16270221;-0.12651382;-0.227333656;4.643468921
12;88;109.3;5556;4275;118.3;12638;134;94.4;5.159934122;-0.079127376;-0.225682698;4.671239656
12;89;119;5593;4301;124;13451;132.5;103.8;5.149250907;-0.041158072;-0.177815595;4.686527166
12;90;130.8;5613.2;4316.6;130.7;14441;128.3;115.6;5.117024183;0.000764818;-0.122768664;4.704922041
12;91;135.8;5680.1;4373.5;136.2;14773;127.2;120.5;5.107165885;-0.002941179;-0.122474641;4.686432076
12;92;153.5;5732.7;4430.4;140.3;15882;128.2;135.8;5.111288295;0.08991758;-0.032599772;4.729158684
13;63;26.4;2758;1880.7;30.6;2153.014454;114.9;25.4;5.126923916;-0.147635999;-0.186250835;4.253624202
13;64;27.9;2763;1889.4;31;2280.562704;109.7;25.6;5.077807095;-0.105360516;-0.191394853;4.298190287
13;65;28.1;2758;1897.1;31.5;2537.699975;116;26.1;5.127769566;-0.114217969;-0.188052232;4.389025882
13;66;31.6;2764;1912.5;32.4;2722.38984;108.2;26.2;5.052248986;-0.025001302;-0.212399012;4.431106969
13;67;32;2772;1930.8;33.4;2744.838332;113.7;27.5;5.095198057;-0.042819997;-0.194369895;4.408921557
13;68;36.3;2775;1950.1;34.8;2918.303952;109.2;29.2;5.045951157;0.042200354;-0.175448678;4.429140501
13;69;36;2781;1963.6;36.7;3165.237363;107.9;29.9;5.029235924;-0.019257817;-0.204918275;4.457206573
13;70;37.7;2825;2000.2;38.8;3369.314563;108.5;33.9;5.032011362;-0.028760152;-0.135005232;4.464044362
13;71;38.5;2849;2036.8;40.5;3507.066672;108.4;34.7;5.021416196;-0.050643733;-0.154562287;4.461233287
13;72;41.9;2856;2062.8;41.8;3892.772579;109.4;37.7;5.020368651;0.002389487;-0.103236245;4.533980588
13;73;41.9;2858;2084;44.4;4829.486925;110.6;37.7;5.021753045;-0.057953643;-0.163579375;4.689256045
13;74;43.2;2861;2108.1;49.3;4793.773415;116.1;38;5.059836035;-0.132083586;-0.260337921;4.577149068
13;75;45.4;2873;2137;53.8;5289.681009;120.5;42.8;5.087603557;-0.169761362;-0.228735365;4.588239755
13;76;47.8;2894;2172.7;56.9;5794.772078;124.4;44.7;5.110171175;-0.174269702;-0.24132184;4.623416083
13;77;49.4;2903;2195.8;60.6;6047.827805;125.5;45.9;5.111503999;-0.204344469;-0.277829776;4.603159553
13;78;54.6;2906;2213.1;65.2;7016.174117;127.1;49.9;5.117357496;-0.177425586;-0.267438466;4.678513882
13;79;56.4;2902;2219.9;72.6;7617.181469;124.2;52.2;5.089831174;-0.252495763;-0.329882427;4.653196772
13;80;58.8;2913;2213.1;82.4;7957.990392;124.6;57.3;5.099897837;-0.337443582;-0.363284813;4.570346347
13;81;61.4;2899;2206.4;90.9;8951.846353;132.9;59.9;5.162600588;-0.392350166;-0.417083496;4.589855085
13;82;72.8;2905;2212.2;96.5;9118.169271;116.2;64.7;5.027758739;-0.281827053;-0.399781807;4.548481317
13;83;84;2905;2216;99.6;9124.291587;115.6;74.8;5.020865578;-0.170345366;-0.28634428;4.517533377
13;84;93.3;2910;2218.9;103.9;10180.39109;111.2;84.8;4.982471885;-0.10760879;-0.203133355;4.584789809
13;85;99.5;2880;2209.3;107.6;10668.1356;109.4;92.3;4.960125461;-0.078263004;-0.153376506;4.596595948
13;86;104.8;2850;2195.8;109.6;11155.88011;104.1;101.9;4.906124525;-0.044783603;-0.072845434;4.622884627
13;87;117.1;2834;2190;113.6;11623.21689;101.1;108.5;4.873897723;0.030344764;-0.045933333;4.628076327
13;88;124.2;2834;2203;118.3;12213;100.2;114.6;4.859037262;0.048669399;-0.031775967;4.637032466
13;89;145.1;2840;2209;124;13138;94.4;118.9;4.798805201;0.157141594;-0.041998762;4.662982508
13;90;149.6;2846.1;2213.8;130.7;14647;95.4;129.1;4.809317719;0.135060445;-0.012317323;4.719086195
13;91;155.4;2864.6;2228.3;136.2;14873;97.1;132.5;4.826931137;0.131878044;-0.027541748;4.693178374
13;92;178.5;2882;2238.7;140.3;16089;95.2;153.1;4.808569099;0.240805614;0.087308316;4.742108101
14;63;25.8;2261;1550.4;30.6;2148.667547;115.8;25.8;5.129158796;-0.170625517;-0.170625517;4.251603175
14;64;25.6;2237;1537.8;31;2316.59739;111.2;25.7;5.086113241;-0.191394853;-0.187496213;4.313867541
14;65;28.1;2248;1552.3;31.5;2488.699402;107.8;26.1;5.050580888;-0.114217969;-0.188052232;4.369527979
14;66;30.5;2275;1582.3;32.4;2639.940564;101.7;26.2;4.985127871;-0.060431739;-0.212399012;4.400353259
14;67;31;2281;1597.8;33.4;2768.234791;101.2;27.5;4.973085017;-0.074568695;-0.194369895;4.417409237
14;68;32.4;2291;1622;34.8;2945.552016;100.1;29.2;4.951498134;-0.071458964;-0.175448678;4.438434134
14;69;32.6;2321;1656.9;36.7;3163.547898;102.6;29.9;4.967887673;-0.118464467;-0.204918275;4.456672674
14;70;34.2;2249;1624.9;38.8;3411.792013;114;33.9;5.061237846;-0.126194603;-0.135005232;4.476572703
14;71;38.9;2247;1641.4;40.5;3717.403465;102.8;34.7;4.94683181;-0.040307723;-0.154562287;4.519478736
14;72;38.8;2259;1665.6;41.8;4125.233082;111;37.7;5.01426702;-0.074476093;-0.103236245;4.591981462
14;73;39.3;2269;1687.9;44.4;4790.694196;115.2;37.7;5.042523801;-0.122014951;-0.163579375;4.681191137
14;74;40.2;2275;1706.3;49.3;5095.262606;118.6;38;5.063409255;-0.204057085;-0.260337921;4.638142405
14;75;42.7;2287;1730.5;53.8;5498.920053;123.4;43.5;5.094261642;-0.231074547;-0.212512529;4.627033531
14;76;46.6;2309;1760.5;56.9;5587.578665;127.7;44.7;5.120900434;-0.1996948;-0.24132184;4.587005976
14;77;48.1;2331;1787.6;60.6;6407.410069;127.9;45.9;5.116672131;-0.231012716;-0.277829776;4.66091553
14;78;52.6;2347;1810.8;65.2;7177.175433;127.1;49.9;5.104343358;-0.214743349;-0.267438466;4.701201722
14;79;54.8;2369;1832.2;72.6;8258.810504;126.4;52.2;5.096401976;-0.281274728;-0.329882427;4.734070928
14;80;58.3;2363;1814.7;82.4;8365.200839;127.1;57.3;5.108986012;-0.345983344;-0.363284813;4.620250186
14;81;59.8;2383;1828.3;90.9;9461.438505;132;59.9;5.147775547;-0.41875434;-0.417083496;4.645219711
14;82;65.1;2408;1843.8;96.5;10019.46624;130.9;64.7;5.141401541;-0.393618459;-0.399781807;4.642742096
14;83;77;2425;1856.4;99.6;10400.17675;127.6;74.8;5.116092767;-0.257356743;-0.28634428;4.648415916
14;84;91;2438;1867;103.9;11277.3755;121.7;84.8;5.068404166;-0.132569392;-0.203133355;4.687124931
14;85;97.5;2449;1873.8;107.6;11843.74757;115.7;93.7;5.018711958;-0.09856827;-0.138322458;4.701134729
14;86;103;2459;1887.3;109.6;12517.55303;109.4;101.9;4.959618417;-0.062108386;-0.072845434;4.738049806
14;87;114.5;2476;1898;113.6;12827.33665;105.2;108.5;4.921706955;0.007891317;-0.045933333;4.726650342
14;88;123.9;2495;1912;118.3;13425;103.2;114.6;4.902807768;0.046251018;-0.031775967;4.731650148
14;89;136.5;2513;1920;124;14103;96.5;118.9;4.838695081;0.096043049;-0.041998762;4.733861254
14;90;145.8;2518.1;1923.9;130.7;15398;94.3;129.1;4.815631463;0.109331199;-0.012317323;4.769088289
14;91;145.7;2535.4;1932.1;136.2;15849;91.8;132.5;4.791356219;0.067425319;-0.027541748;4.756737292
14;92;174.2;2563.8;1913;140.3;16982;90;153.1;4.792627513;0.216421077;0.087308316;4.796126251
15;63;24.1;3121;2106.7;30.6;1724.582118;126.3;24.4;5.23169075;-0.238788168;-0.226416877;4.031740041
15;64;25;3163;2142.2;31;1792.851203;127;25.2;5.233874692;-0.21511138;-0.20714321;4.057575278
15;65;24.5;3173;2157.6;31.5;1935.691135;128.7;25.1;5.243165134;-0.251314428;-0.2271197;4.118232171
15;66;24.7;3181;2176.8;32.4;2089.034003;134;24.7;5.277179504;-0.271355179;-0.271355179;4.166298616
15;67;25;3201;2207.5;33.4;2237.125403;139.3;26.3;5.308232488;-0.289680075;-0.238986961;4.204391118
15;68;26.3;3224;2242.1;34.8;2405.172381;142.8;27.1;5.324654948;-0.280048448;-0.250083659;4.235759469
15;69;27;3232;2256.5;36.7;2587.92347;146.3;28.3;5.344945508;-0.306939889;-0.25991495;4.255834329
15;70;28.3;3219;2270;38.8;2812.686304;155.8;28.8;5.397864054;-0.315558442;-0.298044859;4.283475039
15;71;30.1;3280;2330.5;40.5;3006.990623;163.5;30.2;5.438573576;-0.296776802;-0.29346005;4.307393091
15;72;30.6;3303;2360.3;41.8;3239.105512;179.4;29.9;5.525660366;-0.311896331;-0.335037859;4.350156155
15;73;30.6;3325;2396.8;44.4;3653.971491;201.9;30.1;5.635107685;-0.37223946;-0.388714298;4.410330465
15;74;31.5;3356;2440;49.3;4052.032771;212.4;31.3;5.677223039;-0.447936535;-0.454305984;4.409049872
15;75;33.3;3392;2484.2;53.8;4380.774673;223;33.6;5.718640813;-0.47971607;-0.4707474;4.399707387
15;76;36;3439;2537;56.9;4802.992707;230.9;37.9;5.746183167;-0.457776403;-0.406344229;4.435699142
15;77;36.9;3468;2574.5;60.6;5232.562796;229.4;38.4;5.733389923;-0.496083342;-0.456237433;4.458361562
15;78;41.4;3490;2603.3;65.2;5753.50843;224.7;42.8;5.707888044;-0.454178588;-0.420921366;4.48010564
15;79;43.4;3527;2641.7;72.6;6409.94194;214.9;45.8;5.659197806;-0.514505481;-0.460680831;4.48064057
15;80;46.3;3661;2737.8;82.4;6775.444118;215.3;48.5;5.66261406;-0.576443476;-0.530021639;4.409474759
15;81;49.4;3662;2745.5;90.9;7506.448475;209.7;51.8;5.633724176;-0.609809577;-0.562369852;4.413757726
15;82;56.3;3667;2757;96.5;7988.533245;210.6;56.4;5.635191357;-0.538848473;-0.53707385;4.41621944
15;83;66.4;3714;2800.2;99.6;8272.112521;201.1;68.8;5.586220917;-0.405465108;-0.36995842;4.419483035
15;84;75.4;3723;2812.7;103.9;9062.983614;183.2;76;5.490963371;-0.320621623;-0.312695558;4.468524764
15;85;79.3;3728;2829.1;107.6;9282.49498;182.4;83.6;5.482115335;-0.305182519;-0.252377128;4.457464998
15;86;85.4;3726;2841.6;109.6;9722.568005;179.8;91.3;5.46281312;-0.249491274;-0.182686587;4.485367686
15;87;90.5;3727;2855;113.6;10328.58742;171.2;94.6;5.409364241;-0.227333656;-0.18302603;4.509987301
15;88;94.4;3727;2867;118.3;11089;173.2;102.1;5.41678443;-0.225682698;-0.147271046;4.540485134
15;89;103.8;3727;2874;124;11873;171.6;109.4;5.40506502;-0.177815595;-0.125270676;4.561740628
15;90;115.6;3735.1;2880.3;130.7;12879;182.5;128.6;5.46663031;-0.122768664;-0.016197809;4.590448736
15;91;120.5;3763.5;2903.6;136.2;13338;170.8;132.5;5.39989131;-0.122474641;-0.027541748;4.584247989
15;92;135.8;3806.1;2942.1;140.3;14664;167.6;153.1;5.379061619;-0.032599772;0.087308316;4.649367802
16;63;30.1;3410;2194;30.6;1675.937925;114;27;5.177184378;-0.016474837;-0.125163143;4.003128234
16;64;30.1;3493;2253.6;31;1782.57023;114;27.3;5.174430477;-0.029462033;-0.127100502;4.051824347
16;65;30.3;3560;2305.5;31.5;1910.327803;117.5;27.2;5.200901306;-0.038839833;-0.146770573;4.105042585
16;66;30;3624;2363.2;32.4;2054.180818;119.7;30.3;5.212550368;-0.076961041;-0.06701071;4.149473996
16;67;31.5;3663;2404.5;33.4;2236.260509;120;30.4;5.208432245;-0.058568354;-0.094113292;4.204004434
16;68;32.5;3710;2455.5;34.8;2413.310374;117.3;30.9;5.177436226;-0.068377297;-0.118861203;4.239137296
16;69;33.3;3745;2467;36.7;2511.894958;115.9;30.9;5.17014653;-0.097219358;-0.172020571;4.226015955
16;70;34.3;3643;2467;38.8;2709.064125;115.9;36.2;5.142532431;-0.123274892;-0.069361128;4.245938266
16;71;39.3;3696;2530.5;40.5;2877.060304;119.8;37.5;5.164657928;-0.030077455;-0.076961041;4.26322235
16;72;40;3737;2580.5;41.8;3075.235437;125.3;37.4;5.201010834;-0.044016885;-0.111225635;4.298240403
16;73;39.9;3753;2616;44.4;3410.221829;126.7;37.3;5.202731174;-0.106863146;-0.174246143;4.341293151
16;74;41.6;3774;2658.3;49.3;3855.864386;129.9;41.4;5.21721355;-0.169823914;-0.1746432;4.359426405
16;75;44.3;3829;2722.8;53.8;4252.214652;133.6;43;5.235793171;-0.19428879;-0.224073351;4.369921754
16;76;48.1;3883;2781.4;56.9;4694.839314;139.6;46.4;5.272434843;-0.168013164;-0.203995882;4.412923825
16;77;48.9;3935;2839.1;60.6;5161.60714;140;48.8;5.268066204;-0.214517497;-0.21656458;4.444708378
16;78;54.2;3978;2889.1;65.2;5786.311492;142.7;53.6;5.28057867;-0.18477856;-0.195910401;4.485790851
16;79;57.1;4018;2933.3;72.6;6416.045671;140.1;56.5;5.257012651;-0.240160805;-0.250724284;4.481592346
16;80;60;4204;3079.4;82.4;7284.193588;143.8;59.7;5.279725125;-0.317240875;-0.322253417;4.481876581
16;81;62.6;4308;3160.2;90.9;8164.413086;144;63;5.279651742;-0.372994723;-0.366625275;4.49778012
16;82;70.3;4362;3200.6;96.5;8669.407587;143.9;69.2;5.278710989;-0.31677121;-0.332542146;4.49801273
16;83;80.7;4438;3256.4;99.6;8984.274676;133.7;78.6;5.205180018;-0.210423589;-0.236790465;4.502068905
16;84;90.7;4462;3274.6;103.9;9465.126014;128.9;89;5.168438282;-0.135871541;-0.154792528;4.511940479
16;85;103;4485;3294.8;107.6;9747.802218;125;96.4;5.136706765;-0.043691659;-0.109914446;4.506376477
16;86;105.1;4499;3313.1;109.6;9902.72085;121.2;103.6;5.103412917;-0.041925097;-0.056300045;4.503727457
16;87;117.8;4461;3290;113.6;10098.88405;116.5;113;5.062376664;0.036304765;-0.005295688;4.487496701
16;88;120.4;4408;3250;118.3;10793;110.9;119.9;5.01339497;0.017595762;0.013434291;4.513429284
16;89;130.7;4382;3239;124;11348;103.6;125.8;4.942777931;0.052623055;0.014411779;4.51651523
16;90;143.4;4348;3213.9;130.7;12764;101.5;139.9;4.922289615;0.092733308;0.068023261;4.581479367
16;91;149.6;4381;3239.6;136.2;13349;107.2;142.7;4.976523392;0.093840672;0.046620131;4.585072361
16;92;178.1;4417;3274.6;140.3;14163;108.5;160.8;4.986015181;0.238562203;0.13637837;4.614605222
